kper,layer,row,column,rate,Orgc,O(0),C(+4),C(-4),Ca,Cl,Fe(+2),Fe(+3),K,Mg,N(+3),N(+5),Na,S(-2),S(6),Si,Amm,N(0),Tmp,pH,pe,Ferrihydrite,Orgmatter,Ca_ex,Fe_ex,K_ex,Mg_ex,Na_ex,Pyrite
32,7,9,38,37.5,0.0001,3.88E-04,2.04E-03,0,1.32E-03,0.0015821,0,3.58E-08,1.02E-04,2.51E-04,0,3.55E-04,1.04E-03,0,3.85E-04,1.46E-04,0,0,0.0183,6.85,4,0,0,0,0,0,0,0,0
33,1,9,38,117.5,0.0001,3.81E-04,2.28E-03,0,1.52E-03,1.83E-03,0,3.58E-08,1.05E-04,3.17E-04,0,3.15E-04,1.13E-03,0,4.58E-04,1.46E-04,0,0,0.0198,6.95,4,0,0,0,0,0,0,0,0
33,2,9,38,40,0.0001,3.81E-04,2.28E-03,0,1.52E-03,1.83E-03,0,3.58E-08,1.05E-04,3.17E-04,0,3.15E-04,1.13E-03,0,4.58E-04,1.46E-04,0,0,0.0198,6.95,4,0,0,0,0,0,0,0,0
33,3,9,38,70,0.0001,3.81E-04,2.28E-03,0,1.52E-03,1.83E-03,0,3.58E-08,1.05E-04,3.17E-04,0,3.15E-04,1.13E-03,0,4.58E-04,1.46E-04,0,0,0.0198,6.95,4,0,0,0,0,0,0,0,0
33,5,9,38,95,0.0001,3.81E-04,2.28E-03,0,1.52E-03,1.83E-03,0,3.58E-08,1.05E-04,3.17E-04,0,3.15E-04,1.13E-03,0,4.58E-04,1.46E-04,0,0,0.0198,6.95,4,0,0,0,0,0,0,0,0
33,7,9,38,37.5,0.0001,3.81E-04,2.28E-03,0,1.52E-03,1.83E-03,0,3.58E-08,1.05E-04,3.17E-04,0,3.15E-04,1.13E-03,0,4.58E-04,1.46E-04,0,0,0.0198,6.95,4,0,0,0,0,0,0,0,0
34,1,9,38,117.5,0.0001,5.13E-04,2.14E-03,0,1.52E-03,1.84E-03,0,3.58E-08,1.33E-04,3.00E-04,0,3.31E-04,1.26E-03,0,5.10E-04,1.46E-04,0,0,0.0196,7.1,4,0,0,0,0,0,0,0,0
34,2,9,38,40,0.0001,5.13E-04,2.14E-03,0,1.52E-03,1.84E-03,0,3.58E-08,1.33E-04,3.00E-04,0,3.31E-04,1.26E-03,0,5.10E-04,1.46E-04,0,0,0.0196,7.1,4,0,0,0,0,0,0,0,0
34,3,9,38,70,0.0001,5.13E-04,2.14E-03,0,1.52E-03,1.84E-03,0,3.58E-08,1.33E-04,3.00E-04,0,3.31E-04,1.26E-03,0,5.10E-04,1.46E-04,0,0,0.0196,7.1,4,0,0,0,0,0,0,0,0
34,5,9,38,95,0.0001,5.13E-04,2.14E-03,0,1.52E-03,1.84E-03,0,3.58E-08,1.33E-04,3.00E-04,0,3.31E-04,1.26E-03,0,5.10E-04,1.46E-04,0,0,0.0196,7.1,4,0,0,0,0,0,0,0,0
34,7,9,38,37.5,0.0001,5.13E-04,2.14E-03,0,1.52E-03,1.84E-03,0,3.58E-08,1.33E-04,3.00E-04,0,3.31E-04,1.26E-03,0,5.10E-04,1.46E-04,0,0,0.0196,7.1,4,0,0,0,0,0,0,0,0
35,1,9,38,156.7,0.0001,5.19E-04,2.27E-03,0,1.57E-03,2.34E-03,0,3.58E-08,1.46E-04,3.37E-04,0,3.47E-04,1.70E-03,0,5.63E-04,1.46E-04,0,0,0.0208,6.95,4,0,0,0,0,0,0,0,0
35,2,9,38,53.3,0.0001,5.19E-04,2.27E-03,0,1.57E-03,2.34E-03,0,3.58E-08,1.46E-04,3.37E-04,0,3.47E-04,1.70E-03,0,5.63E-04,1.46E-04,0,0,0.0208,6.95,4,0,0,0,0,0,0,0,0
35,3,9,38,93.3,0.0001,5.19E-04,2.27E-03,0,1.57E-03,2.34E-03,0,3.58E-08,1.46E-04,3.37E-04,0,3.47E-04,1.70E-03,0,5.63E-04,1.46E-04,0,0,0.0208,6.95,4,0,0,0,0,0,0,0,0
35,5,9,38,126.6,0.0001,5.19E-04,2.27E-03,0,1.57E-03,2.34E-03,0,3.58E-08,1.46E-04,3.37E-04,0,3.47E-04,1.70E-03,0,5.63E-04,1.46E-04,0,0,0.0208,6.95,4,0,0,0,0,0,0,0,0
35,7,9,38,50,0.0001,5.19E-04,2.27E-03,0,1.57E-03,2.34E-03,0,3.58E-08,1.46E-04,3.37E-04,0,3.47E-04,1.70E-03,0,5.63E-04,1.46E-04,0,0,0.0208,6.95,4,0,0,0,0,0,0,0,0
36,1,9,38,156.7,0.0001,5.25E-04,2.39E-03,0,1.60E-03,2.30E-03,0,3.58E-08,1.79E-04,3.33E-04,0,3.47E-04,1.83E-03,0,6.35E-04,1.46E-04,0,0,0.0188,6.95,4,0,0,0,0,0,0,0,0
36,2,9,38,53.3,0.0001,5.25E-04,2.39E-03,0,1.60E-03,2.30E-03,0,3.58E-08,1.79E-04,3.33E-04,0,3.47E-04,1.83E-03,0,6.35E-04,1.46E-04,0,0,0.0188,6.95,4,0,0,0,0,0,0,0,0
36,3,9,38,93.3,0.0001,5.25E-04,2.39E-03,0,1.60E-03,2.30E-03,0,3.58E-08,1.79E-04,3.33E-04,0,3.47E-04,1.83E-03,0,6.35E-04,1.46E-04,0,0,0.0188,6.95,4,0,0,0,0,0,0,0,0
36,5,9,38,126.6,0.0001,5.25E-04,2.39E-03,0,1.60E-03,2.30E-03,0,3.58E-08,1.79E-04,3.33E-04,0,3.47E-04,1.83E-03,0,6.35E-04,1.46E-04,0,0,0.0188,6.95,4,0,0,0,0,0,0,0,0
36,7,9,38,50,0.0001,5.25E-04,2.39E-03,0,1.60E-03,2.30E-03,0,3.58E-08,1.79E-04,3.33E-04,0,3.47E-04,1.83E-03,0,6.35E-04,1.46E-04,0,0,0.0188,6.95,4,0,0,0,0,0,0,0,0
37,1,9,38,156.7,0.0001,6.50E-04,2.28E-03,0,1.57E-03,1.99E-03,0,3.58E-08,1.51E-04,3.42E-04,0,4.35E-04,1.26E-03,0,5.42E-04,1.46E-04,0,0,0.0127,6.8,4,0,0,0,0,0,0,0,0
37,2,9,38,53.3,0.0001,6.50E-04,2.28E-03,0,1.57E-03,1.99E-03,0,3.58E-08,1.51E-04,3.42E-04,0,4.35E-04,1.26E-03,0,5.42E-04,1.46E-04,0,0,0.0127,6.8,4,0,0,0,0,0,0,0,0
37,3,9,38,93.3,0.0001,6.50E-04,2.28E-03,0,1.57E-03,1.99E-03,0,3.58E-08,1.51E-04,3.42E-04,0,4.35E-04,1.26E-03,0,5.42E-04,1.46E-04,0,0,0.0127,6.8,4,0,0,0,0,0,0,0,0
37,5,9,38,126.6,0.0001,6.50E-04,2.28E-03,0,1.57E-03,1.99E-03,0,3.58E-08,1.51E-04,3.42E-04,0,4.35E-04,1.26E-03,0,5.42E-04,1.46E-04,0,0,0.0127,6.8,4,0,0,0,0,0,0,0,0
37,7,9,38,50,0.0001,6.50E-04,2.28E-03,0,1.57E-03,1.99E-03,0,3.58E-08,1.51E-04,3.42E-04,0,4.35E-04,1.26E-03,0,5.42E-04,1.46E-04,0,0,0.0127,6.8,4,0,0,0,0,0,0,0,0
38,1,9,38,156.7,0.0001,6.81E-04,1.67E-03,0,1.20E-03,1.56E-03,0,3.58E-08,1.41E-04,2.47E-04,0,3.79E-04,1.00E-03,0,4.17E-04,1.46E-04,0,0,0.0089,6.8,4,0,0,0,0,0,0,0,0
38,2,9,38,53.3,0.0001,6.81E-04,1.67E-03,0,1.20E-03,1.56E-03,0,3.58E-08,1.41E-04,2.47E-04,0,3.79E-04,1.00E-03,0,4.17E-04,1.46E-04,0,0,0.0089,6.8,4,0,0,0,0,0,0,0,0
38,3,9,38,93.3,0.0001,6.81E-04,1.67E-03,0,1.20E-03,1.56E-03,0,3.58E-08,1.41E-04,2.47E-04,0,3.79E-04,1.00E-03,0,4.17E-04,1.46E-04,0,0,0.0089,6.8,4,0,0,0,0,0,0,0,0
38,5,9,38,126.6,0.0001,6.81E-04,1.67E-03,0,1.20E-03,1.56E-03,0,3.58E-08,1.41E-04,2.47E-04,0,3.79E-04,1.00E-03,0,4.17E-04,1.46E-04,0,0,0.0089,6.8,4,0,0,0,0,0,0,0,0
38,7,9,38,50,0.0001,6.81E-04,1.67E-03,0,1.20E-03,1.56E-03,0,3.58E-08,1.41E-04,2.47E-04,0,3.79E-04,1.00E-03,0,4.17E-04,1.46E-04,0,0,0.0089,6.8,4,0,0,0,0,0,0,0,0
