obsid,variable,time,value,units,x,y,layer
wp3-f3,Ca,364.046,0.00132236,mol_l,-8,0,4
wp3-f3,Ca,419.012,0.00164671,mol_l,-8,0,4
wp3-f3,Ca,490.017,0.00167166,mol_l,-8,0,4
wp3-f3,Ca,518.05,0.00174651,mol_l,-8,0,4
wp3-f3,Ca,574.023,0.00164671,mol_l,-8,0,4
wp3-f3,Ca,618.006,0.00169661,mol_l,-8,0,4
wp3-f3,Ca,617.977,0.00167166,mol_l,-8,0,4
wp3-f3,Ca,644.046,0.00149701,mol_l,-8,0,4
wp3-f3,Ca,700.044,0.00149701,mol_l,-8,0,4
wp3-f3,Ca,756.017,0.00149701,mol_l,-8,0,4
wp3-f3,Ca,826.006,0.00142216,mol_l,-8,0,4
wp3-f4,Ca,0.0,0.00202096,mol_l,-8,0,1
wp3-f4,Ca,2.05208,0.00194611,mol_l,-8,0,1
wp3-f4,Ca,6.12708,0.00162176,mol_l,-8,0,1
wp3-f4,Ca,10.0146,0.00174651,mol_l,-8,0,1
wp3-f4,Ca,14.0521,0.00177146,mol_l,-8,0,1
wp3-f4,Ca,21.0188,0.00184631,mol_l,-8,0,1
wp3-f4,Ca,27.9688,0.00199601,mol_l,-8,0,1
wp3-f4,Ca,35.0229,0.00194611,mol_l,-8,0,1
wp3-f4,Ca,42.0438,0.00189621,mol_l,-8,0,1
wp3-f4,Ca,57.1479,0.00194611,mol_l,-8,0,1
wp3-f4,Ca,70.05,0.00172156,mol_l,-8,0,1
wp3-f4,Ca,84.0208,0.00167166,mol_l,-8,0,1
wp3-f4,Ca,98.0438,0.00164671,mol_l,-8,0,1
wp3-f4,Ca,112.013,0.00179641,mol_l,-8,0,1
wp3-f4,Ca,126.054,0.00172156,mol_l,-8,0,1
wp3-f4,Ca,140.002,0.00172156,mol_l,-8,0,1
wp3-f4,Ca,161.023,0.00149701,mol_l,-8,0,1
wp3-f4,Ca,196.021,0.00194611,mol_l,-8,0,1
wp3-f4,Ca,224.044,0.00192116,mol_l,-8,0,1
wp3-f4,Ca,252.015,0.00137225,mol_l,-8,0,1
wp3-f4,Ca,280.019,0.00174651,mol_l,-8,0,1
wp3-f4,Ca,308.054,0.00159681,mol_l,-8,0,1
wp3-f4,Ca,336.042,0.00139721,mol_l,-8,0,1
wp3-f4,Ca,364.015,0.00139721,mol_l,-8,0,1
wp3-f4,Ca,419.008,0.00162176,mol_l,-8,0,1
wp3-f4,Ca,490.012,0.00162176,mol_l,-8,0,1
wp3-f4,Ca,518.042,0.00172156,mol_l,-8,0,1
wp3-f4,Ca,574.019,0.00162176,mol_l,-8,0,1
wp3-f4,Ca,644.042,0.00152196,mol_l,-8,0,1
wp3-f4,Ca,700.042,0.00152196,mol_l,-8,0,1
wp3-f4,Ca,756.01,0.00152196,mol_l,-8,0,1
wp3-f4,Ca,826.008,0.00144711,mol_l,-8,0,1
wp3-f5,Ca,0.0,0.00184631,mol_l,-8,0,0
wp3-f5,Ca,161.019,0.00144711,mol_l,-8,0,0
wp3-f5,Ca,574.017,0.00164671,mol_l,-8,0,0
wp3-f5,Ca,700.021,0.00149701,mol_l,-8,0,0
wp3-f5,Ca,826.013,0.00147206,mol_l,-8,0,0
wp4-f1,Ca,0.0,0.00204591,mol_l,22,0,11
wp4-f5,Ca,0.0,0.00194611,mol_l,22,0,0
wp4-f5,Ca,518.0,0.00177146,mol_l,22,0,0
wp4-f5,Ca,608.977,0.00139721,mol_l,22,0,0
wp4-f5,Ca,699.981,0.00134731,mol_l,22,0,0
wp4-f5,Ca,791.0,0.00157186,mol_l,22,0,0
pp1-f1,Ca,0.0,0.00189621,mol_l,-98,0,4
pp1-f1,Ca,336.065,0.00169661,mol_l,-98,0,4
pp1-f1,Ca,518.096,0.00147206,mol_l,-98,0,4
pp1-f1,Ca,609.013,0.00137225,mol_l,-98,0,4
pp1-f1,Ca,700.1,0.00162176,mol_l,-98,0,4
pp1-f1,Ca,791.015,0.00177146,mol_l,-98,0,4
pp1-f2,Ca,0.0,0.00192116,mol_l,-98,0,1
pp1-f2,Ca,98.0875,0.00177146,mol_l,-98,0,1
pp1-f2,Ca,112.088,0.00187126,mol_l,-98,0,1
pp1-f2,Ca,126.083,0.00189621,mol_l,-98,0,1
pp1-f2,Ca,140.052,0.00184631,mol_l,-98,0,1
pp1-f2,Ca,161.092,0.00189621,mol_l,-98,0,1
pp1-f2,Ca,196.06,0.00179641,mol_l,-98,0,1
pp1-f2,Ca,224.065,0.00184631,mol_l,-98,0,1
pp1-f2,Ca,252.042,0.00184631,mol_l,-98,0,1
pp1-f2,Ca,280.083,0.00179641,mol_l,-98,0,1
pp1-f2,Ca,308.083,0.00182136,mol_l,-98,0,1
pp1-f2,Ca,336.083,0.00189621,mol_l,-98,0,1
pp1-f2,Ca,364.083,0.00182136,mol_l,-98,0,1
pp1-f2,Ca,455.05,0.00192116,mol_l,-98,0,1
pp1-f2,Ca,518.09,0.00177146,mol_l,-98,0,1
pp1-f2,Ca,609.01,0.00162176,mol_l,-98,0,1
pp1-f2,Ca,618.058,0.00162176,mol_l,-98,0,1
pp1-f2,Ca,618.092,0.00162176,mol_l,-98,0,1
pp1-f2,Ca,700.085,0.00149701,mol_l,-98,0,1
pp1-f2,Ca,791.042,0.00139721,mol_l,-98,0,1
pp1-f3,Ca,0.0,0.00189621,mol_l,-98,0,1
pp1-f3,Ca,336.06,0.00189621,mol_l,-98,0,1
pp1-f3,Ca,518.094,0.00149701,mol_l,-98,0,1
pp1-f3,Ca,609.006,0.00152196,mol_l,-98,0,1
pp1-f3,Ca,618.054,0.00152196,mol_l,-98,0,1
pp1-f3,Ca,618.083,0.00159681,mol_l,-98,0,1
pp1-f3,Ca,700.065,0.00149701,mol_l,-98,0,1
pp1-f3,Ca,791.019,0.00174651,mol_l,-98,0,1
ip2-f1,Ca,0.0,0.00214571,mol_l,0,0,11
ip2-f1,Ca,224.019,0.00202096,mol_l,0,0,11
ip2-f1,Ca,700.015,0.00179641,mol_l,0,0,11
ip2-f5,Ca,0.0,0.00254491,mol_l,0,0,0
wp1-f1,Na,0.0,0.00113094,mol_l,-38,0,11
wp1-f1,Na,364.06,0.00100044,mol_l,-38,0,11
wp1-f2,Na,0.0,0.00108744,mol_l,-38,0,7
wp1-f2,Na,140.021,0.00160941,mol_l,-38,0,7
wp1-f2,Na,196.056,0.00139192,mol_l,-38,0,7
wp1-f2,Na,252.01,0.00126143,mol_l,-38,0,7
wp1-f2,Na,336.056,0.00113094,mol_l,-38,0,7
wp1-f2,Na,518.058,0.00204439,mol_l,-38,0,7
wp1-f2,Na,574.048,0.00152241,mol_l,-38,0,7
wp1-f2,Na,618.017,0.00104394,mol_l,-38,0,7
wp1-f2,Na,644.087,0.00113094,mol_l,-38,0,7
wp1-f2,Na,700.062,0.00113094,mol_l,-38,0,7
wp1-f2,Na,756.042,0.00113094,mol_l,-38,0,7
wp1-f2,Na,826.021,0.00160941,mol_l,-38,0,7
wp1-f3,Na,0.0,0.000608966,mol_l,-38,0,4
wp1-f3,Na,6.14167,0.000652463,mol_l,-38,0,4
wp1-f3,Na,10.0542,0.000608966,mol_l,-38,0,4
wp1-f3,Na,14.1271,0.000608966,mol_l,-38,0,4
wp1-f3,Na,21.0562,0.000608966,mol_l,-38,0,4
wp1-f3,Na,28.0083,0.000608966,mol_l,-38,0,4
wp1-f3,Na,35.0562,0.000608966,mol_l,-38,0,4
wp1-f3,Na,42.0604,0.000956946,mol_l,-38,0,4
wp1-f3,Na,57.125,0.00113094,mol_l,-38,0,4
wp1-f3,Na,70.0875,0.00191389,mol_l,-38,0,4
wp1-f3,Na,85.1333,0.00208788,mol_l,-38,0,4
wp1-f3,Na,98.0583,0.00208788,mol_l,-38,0,4
wp1-f3,Na,112.048,0.00195739,mol_l,-38,0,4
wp1-f3,Na,140.017,0.00165291,mol_l,-38,0,4
wp1-f3,Na,196.052,0.00156591,mol_l,-38,0,4
wp1-f3,Na,252.006,0.00121793,mol_l,-38,0,4
wp1-f3,Na,308.062,0.00104394,mol_l,-38,0,4
wp1-f3,Na,364.058,0.00117443,mol_l,-38,0,4
wp1-f3,Na,419.046,0.00108744,mol_l,-38,0,4
wp1-f3,Na,490.044,0.00147892,mol_l,-38,0,4
wp1-f3,Na,518.06,0.00191389,mol_l,-38,0,4
wp1-f3,Na,609.0,0.00104394,mol_l,-38,0,4
wp1-f3,Na,700.058,0.00113094,mol_l,-38,0,4
wp1-f3,Na,791.01,0.00147892,mol_l,-38,0,4
wp1-f4,Na,0.0,0.000652463,mol_l,-38,0,1
wp1-f4,Na,42.0562,0.000652463,mol_l,-38,0,1
wp1-f4,Na,56.05,0.000913449,mol_l,-38,0,1
wp1-f4,Na,70.0625,0.00200089,mol_l,-38,0,1
wp1-f4,Na,84.0646,0.00221837,mol_l,-38,0,1
wp1-f4,Na,98.0542,0.00213138,mol_l,-38,0,1
wp1-f4,Na,112.044,0.00204439,mol_l,-38,0,1
wp1-f4,Na,126.06,0.00191389,mol_l,-38,0,1
wp1-f4,Na,140.01,0.00160941,mol_l,-38,0,1
wp1-f4,Na,161.065,0.0017834,mol_l,-38,0,1
wp1-f4,Na,196.048,0.0018269,mol_l,-38,0,1
wp1-f4,Na,224.06,0.00108744,mol_l,-38,0,1
wp1-f4,Na,252.004,0.00108744,mol_l,-38,0,1
wp1-f4,Na,280.06,0.00139192,mol_l,-38,0,1
wp1-f4,Na,308.06,0.00104394,mol_l,-38,0,1
wp1-f4,Na,336.052,0.00100044,mol_l,-38,0,1
wp1-f4,Na,364.056,0.00126143,mol_l,-38,0,1
wp1-f4,Na,419.042,0.00121793,mol_l,-38,0,1
wp1-f4,Na,490.023,0.00156591,mol_l,-38,0,1
wp1-f4,Na,518.083,0.00195739,mol_l,-38,0,1
wp1-f4,Na,574.046,0.00160941,mol_l,-38,0,1
wp1-f4,Na,644.083,0.00108744,mol_l,-38,0,1
wp1-f4,Na,700.054,0.00113094,mol_l,-38,0,1
wp1-f4,Na,756.023,0.00121793,mol_l,-38,0,1
wp1-f4,Na,826.017,0.00165291,mol_l,-38,0,1
wp1-f5,Na,0.0,0.000695961,mol_l,-38,0,0
wp1-f5,Na,196.046,0.000695961,mol_l,-38,0,0
wp1-f5,Na,618.013,0.000782956,mol_l,-38,0,0
wp1-f5,Na,618.042,0.000782956,mol_l,-38,0,0
wp1-f5,Na,700.052,0.000739458,mol_l,-38,0,0
wp2-f1,Na,0.0,0.00130493,mol_l,12,0,11
wp2-f1,Na,699.975,0.00113094,mol_l,12,0,11
wp2-f2,Na,0.0,0.000695961,mol_l,12,0,7
wp2-f2,Na,518.006,0.00152241,mol_l,12,0,7
wp2-f2,Na,574.01,0.000869951,mol_l,12,0,7
wp2-f2,Na,644.013,0.00126143,mol_l,12,0,7
wp2-f2,Na,700.013,0.00104394,mol_l,12,0,7
wp2-f2,Na,756.002,0.00152241,mol_l,12,0,7
wp2-f2,Na,826.0,0.00156591,mol_l,12,0,7
wp2-f3,Na,0.0,0.000608966,mol_l,12,0,3
wp2-f3,Na,161.002,0.00104394,mol_l,12,0,3
wp2-f3,Na,490.006,0.0017834,mol_l,12,0,3
wp2-f3,Na,518.008,0.00160941,mol_l,12,0,3
wp2-f3,Na,608.981,0.00126143,mol_l,12,0,3
wp2-f3,Na,700.008,0.00108744,mol_l,12,0,3
wp2-f3,Na,791.046,0.00187039,mol_l,12,0,3
wp2-f4,Na,0.0,0.000652463,mol_l,12,0,1
wp2-f4,Na,6.08333,0.000695961,mol_l,12,0,1
wp2-f4,Na,9.97917,0.000739458,mol_l,12,0,1
wp2-f4,Na,14.0042,0.0017399,mol_l,12,0,1
wp2-f4,Na,20.9729,0.00195739,mol_l,12,0,1
wp2-f4,Na,28.0188,0.00208788,mol_l,12,0,1
wp2-f4,Na,35.0104,0.00200089,mol_l,12,0,1
wp2-f4,Na,42.0063,0.00217488,mol_l,12,0,1
wp2-f4,Na,56.0167,0.00226187,mol_l,12,0,1
wp2-f4,Na,70.0104,0.00217488,mol_l,12,0,1
wp2-f4,Na,84.0,0.0017399,mol_l,12,0,1
wp2-f4,Na,98.0167,0.00147892,mol_l,12,0,1
wp2-f4,Na,112.0,0.0017399,mol_l,12,0,1
wp2-f4,Na,126.048,0.00204439,mol_l,12,0,1
wp2-f4,Na,139.979,0.0017399,mol_l,12,0,1
wp2-f4,Na,161.006,0.00108744,mol_l,12,0,1
wp2-f4,Na,196.012,0.00100044,mol_l,12,0,1
wp2-f4,Na,224.015,0.00147892,mol_l,12,0,1
wp2-f4,Na,252.0,0.000956946,mol_l,12,0,1
wp2-f4,Na,280.002,0.00100044,mol_l,12,0,1
wp2-f4,Na,308.017,0.00121793,mol_l,12,0,1
wp2-f4,Na,336.006,0.00100044,mol_l,12,0,1
wp2-f4,Na,364.006,0.00121793,mol_l,12,0,1
wp2-f4,Na,419.017,0.00121793,mol_l,12,0,1
wp2-f4,Na,490.004,0.0017834,mol_l,12,0,1
wp2-f4,Na,518.013,0.00156591,mol_l,12,0,1
wp2-f4,Na,574.008,0.000869951,mol_l,12,0,1
wp2-f4,Na,644.017,0.00117443,mol_l,12,0,1
wp2-f4,Na,700.098,0.00108744,mol_l,12,0,1
wp2-f4,Na,756.0,0.00147892,mol_l,12,0,1
wp2-f4,Na,825.979,0.00117443,mol_l,12,0,1
wp2-f5,Na,0.0,0.000652463,mol_l,12,0,0
wp2-f5,Na,196.01,0.000913449,mol_l,12,0,0
wp2-f5,Na,518.017,0.000956946,mol_l,12,0,0
wp2-f5,Na,609.0,0.00117443,mol_l,12,0,0
wp2-f5,Na,700.004,0.00113094,mol_l,12,0,0
wp2-f5,Na,791.004,0.00117443,mol_l,12,0,0
wp3-f1,Na,0.0,0.00126143,mol_l,-8,0,9
wp3-f1,Na,161.012,0.00108744,mol_l,-8,0,9
wp3-f1,Na,700.017,0.00113094,mol_l,-8,0,9
wp3-f2,Na,0.0,0.000695961,mol_l,-8,0,7
wp3-f2,Na,161.058,0.00100044,mol_l,-8,0,7
wp3-f2,Na,518.052,0.00130493,mol_l,-8,0,7
wp3-f2,Na,574.042,0.000913449,mol_l,-8,0,7
wp3-f2,Na,644.05,0.00121793,mol_l,-8,0,7
wp3-f2,Na,700.048,0.00113094,mol_l,-8,0,7
wp3-f2,Na,756.013,0.00139192,mol_l,-8,0,7
wp3-f2,Na,826.004,0.00126143,mol_l,-8,0,7
wp3-f3,Na,0.0,0.000608966,mol_l,-8,0,4
wp3-f3,Na,2.05833,0.000608966,mol_l,-8,0,4
wp3-f3,Na,6.13125,0.00165291,mol_l,-8,0,4
wp3-f3,Na,10.0229,0.00195739,mol_l,-8,0,4
wp3-f3,Na,14.1,0.00195739,mol_l,-8,0,4
wp3-f3,Na,21.0229,0.00195739,mol_l,-8,0,4
wp3-f3,Na,27.9729,0.00208788,mol_l,-8,0,4
wp3-f3,Na,35.0458,0.00208788,mol_l,-8,0,4
wp3-f3,Na,42.0479,0.00204439,mol_l,-8,0,4
wp3-f3,Na,57.1375,0.00204439,mol_l,-8,0,4
wp3-f3,Na,70.0542,0.00226187,mol_l,-8,0,4
wp3-f3,Na,84.0229,0.00156591,mol_l,-8,0,4
wp3-f3,Na,98.0479,0.00156591,mol_l,-8,0,4
wp3-f3,Na,112.017,0.00195739,mol_l,-8,0,4
wp3-f3,Na,126.056,0.00187039,mol_l,-8,0,4
wp3-f3,Na,140.004,0.0018269,mol_l,-8,0,4
wp3-f3,Na,161.044,0.00100044,mol_l,-8,0,4
wp3-f3,Na,196.023,0.00113094,mol_l,-8,0,4
wp3-f3,Na,224.048,0.00139192,mol_l,-8,0,4
wp3-f3,Na,252.017,0.000869951,mol_l,-8,0,4
wp3-f3,Na,280.023,0.00104394,mol_l,-8,0,4
wp3-f3,Na,308.056,0.00130493,mol_l,-8,0,4
wp3-f3,Na,336.046,0.00117443,mol_l,-8,0,4
wp3-f3,Na,364.046,0.00139192,mol_l,-8,0,4
wp3-f3,Na,419.012,0.00143542,mol_l,-8,0,4
wp3-f3,Na,490.017,0.0016964,mol_l,-8,0,4
wp3-f3,Na,518.05,0.00130493,mol_l,-8,0,4
wp3-f3,Na,574.023,0.000956946,mol_l,-8,0,4
wp3-f3,Na,618.006,0.00139192,mol_l,-8,0,4
wp3-f3,Na,617.977,0.00134842,mol_l,-8,0,4
wp3-f3,Na,644.046,0.00126143,mol_l,-8,0,4
wp3-f3,Na,700.044,0.00108744,mol_l,-8,0,4
wp3-f3,Na,756.017,0.00143542,mol_l,-8,0,4
wp3-f3,Na,826.006,0.00130493,mol_l,-8,0,4
wp3-f4,Na,0.0,0.000695961,mol_l,-8,0,1
wp3-f4,Na,2.05208,0.000608966,mol_l,-8,0,1
wp3-f4,Na,6.12708,0.00156591,mol_l,-8,0,1
wp3-f4,Na,10.0146,0.00191389,mol_l,-8,0,1
wp3-f4,Na,14.0521,0.00195739,mol_l,-8,0,1
wp3-f4,Na,21.0188,0.00200089,mol_l,-8,0,1
wp3-f4,Na,27.9688,0.00208788,mol_l,-8,0,1
wp3-f4,Na,35.0229,0.00221837,mol_l,-8,0,1
wp3-f4,Na,42.0438,0.00208788,mol_l,-8,0,1
wp3-f4,Na,57.1479,0.00213138,mol_l,-8,0,1
wp3-f4,Na,70.05,0.00226187,mol_l,-8,0,1
wp3-f4,Na,84.0208,0.00156591,mol_l,-8,0,1
wp3-f4,Na,98.0438,0.00156591,mol_l,-8,0,1
wp3-f4,Na,112.013,0.00200089,mol_l,-8,0,1
wp3-f4,Na,126.054,0.00187039,mol_l,-8,0,1
wp3-f4,Na,140.002,0.0018269,mol_l,-8,0,1
wp3-f4,Na,161.023,0.00100044,mol_l,-8,0,1
wp3-f4,Na,196.021,0.00113094,mol_l,-8,0,1
wp3-f4,Na,224.044,0.00139192,mol_l,-8,0,1
wp3-f4,Na,252.015,0.000869951,mol_l,-8,0,1
wp3-f4,Na,280.019,0.00108744,mol_l,-8,0,1
wp3-f4,Na,308.054,0.00130493,mol_l,-8,0,1
wp3-f4,Na,336.042,0.00108744,mol_l,-8,0,1
wp3-f4,Na,364.015,0.00143542,mol_l,-8,0,1
wp3-f4,Na,419.008,0.00147892,mol_l,-8,0,1
wp3-f4,Na,490.012,0.0017399,mol_l,-8,0,1
wp3-f4,Na,518.042,0.00126143,mol_l,-8,0,1
wp3-f4,Na,574.019,0.000913449,mol_l,-8,0,1
wp3-f4,Na,644.042,0.00121793,mol_l,-8,0,1
wp3-f4,Na,700.042,0.00104394,mol_l,-8,0,1
wp3-f4,Na,756.01,0.00143542,mol_l,-8,0,1
wp3-f4,Na,826.008,0.00126143,mol_l,-8,0,1
wp3-f5,Na,0.0,0.000652463,mol_l,-8,0,0
wp3-f5,Na,161.019,0.00108744,mol_l,-8,0,0
wp3-f5,Na,574.017,0.000913449,mol_l,-8,0,0
wp3-f5,Na,700.021,0.00100044,mol_l,-8,0,0
wp3-f5,Na,826.013,0.00139192,mol_l,-8,0,0
wp4-f1,Na,0.0,0.00100044,mol_l,22,0,11
wp4-f5,Na,0.0,0.000652463,mol_l,22,0,0
wp4-f5,Na,518.0,0.00187039,mol_l,22,0,0
wp4-f5,Na,608.977,0.000956946,mol_l,22,0,0
wp4-f5,Na,699.981,0.00100044,mol_l,22,0,0
wp4-f5,Na,791.0,0.00147892,mol_l,22,0,0
pp1-f1,Na,0.0,0.000695961,mol_l,-98,0,4
pp1-f1,Na,336.065,0.00139192,mol_l,-98,0,4
pp1-f1,Na,518.096,0.00113094,mol_l,-98,0,4
pp1-f1,Na,609.013,0.00113094,mol_l,-98,0,4
pp1-f1,Na,700.1,0.00134842,mol_l,-98,0,4
pp1-f1,Na,791.015,0.00108744,mol_l,-98,0,4
pp1-f2,Na,0.0,0.000608966,mol_l,-98,0,1
pp1-f2,Na,98.0875,0.000739458,mol_l,-98,0,1
pp1-f2,Na,112.088,0.000695961,mol_l,-98,0,1
pp1-f2,Na,126.083,0.000695961,mol_l,-98,0,1
pp1-f2,Na,140.052,0.000652463,mol_l,-98,0,1
pp1-f2,Na,161.092,0.000695961,mol_l,-98,0,1
pp1-f2,Na,196.06,0.000652463,mol_l,-98,0,1
pp1-f2,Na,224.065,0.000652463,mol_l,-98,0,1
pp1-f2,Na,252.042,0.000652463,mol_l,-98,0,1
pp1-f2,Na,280.083,0.000652463,mol_l,-98,0,1
pp1-f2,Na,308.083,0.000695961,mol_l,-98,0,1
pp1-f2,Na,336.083,0.000695961,mol_l,-98,0,1
pp1-f2,Na,364.083,0.000695961,mol_l,-98,0,1
pp1-f2,Na,455.05,0.000695961,mol_l,-98,0,1
pp1-f2,Na,518.09,0.000695961,mol_l,-98,0,1
pp1-f2,Na,609.01,0.000956946,mol_l,-98,0,1
pp1-f2,Na,618.058,0.00108744,mol_l,-98,0,1
pp1-f2,Na,618.092,0.00104394,mol_l,-98,0,1
pp1-f2,Na,700.085,0.000913449,mol_l,-98,0,1
pp1-f2,Na,791.042,0.00130493,mol_l,-98,0,1
pp1-f3,Na,0.0,0.000608966,mol_l,-98,0,1
pp1-f3,Na,336.06,0.000652463,mol_l,-98,0,1
pp1-f3,Na,518.094,0.00113094,mol_l,-98,0,1
pp1-f3,Na,609.006,0.000956946,mol_l,-98,0,1
pp1-f3,Na,618.054,0.00104394,mol_l,-98,0,1
pp1-f3,Na,618.083,0.00100044,mol_l,-98,0,1
pp1-f3,Na,700.065,0.000869951,mol_l,-98,0,1
pp1-f3,Na,791.019,0.000869951,mol_l,-98,0,1
ip2-f1,Na,0.0,0.00104394,mol_l,0,0,11
ip2-f1,Na,224.019,0.00104394,mol_l,0,0,11
ip2-f1,Na,700.015,0.000956946,mol_l,0,0,11
ip2-f5,Na,0.0,0.000695961,mol_l,0,0,0
wp1-f1,Fe,0.0,8.77507e-05,mol_l,-38,0,11
wp1-f1,Fe,112.052,9.13324e-05,mol_l,-38,0,11
wp1-f1,Fe,140.015,8.41691e-05,mol_l,-38,0,11
wp1-f1,Fe,196.054,7.87966e-05,mol_l,-38,0,11
wp1-f1,Fe,280.062,7.70057e-05,mol_l,-38,0,11
wp1-f1,Fe,364.06,7.70057e-05,mol_l,-38,0,11
wp1-f1,Fe,518.054,8.05874e-05,mol_l,-38,0,11
wp1-f1,Fe,700.056,7.87966e-05,mol_l,-38,0,11
wp1-f2,Fe,0.0,9.31232e-05,mol_l,-38,0,7
wp1-f2,Fe,112.05,2.68625e-07,mol_l,-38,0,7
wp1-f2,Fe,126.062,1.25358e-06,mol_l,-38,0,7
wp1-f2,Fe,140.021,6.80516e-06,mol_l,-38,0,7
wp1-f2,Fe,196.056,4.65616e-06,mol_l,-38,0,7
wp1-f2,Fe,252.01,2.149e-05,mol_l,-38,0,7
wp1-f2,Fe,336.056,1.96991e-05,mol_l,-38,0,7
wp1-f2,Fe,455.046,1.68338e-05,mol_l,-38,0,7
wp1-f2,Fe,518.058,1.68338e-05,mol_l,-38,0,7
wp1-f2,Fe,574.048,1.96991e-05,mol_l,-38,0,7
wp1-f2,Fe,618.017,1.96991e-05,mol_l,-38,0,7
wp1-f2,Fe,644.087,2.32808e-05,mol_l,-38,0,7
wp1-f2,Fe,700.062,1.77292e-05,mol_l,-38,0,7
wp1-f2,Fe,756.042,1.57593e-05,mol_l,-38,0,7
wp1-f2,Fe,826.021,1.5043e-05,mol_l,-38,0,7
wp1-f3,Fe,0.0,0.000127149,mol_l,-38,0,4
wp1-f3,Fe,6.14167,0.000114613,mol_l,-38,0,4
wp1-f3,Fe,10.0542,0.000116404,mol_l,-38,0,4
wp1-f3,Fe,14.1271,0.000112822,mol_l,-38,0,4
wp1-f3,Fe,21.0562,0.000111032,mol_l,-38,0,4
wp1-f3,Fe,28.0083,0.000111032,mol_l,-38,0,4
wp1-f3,Fe,35.0562,0.000111032,mol_l,-38,0,4
wp1-f3,Fe,42.0604,0.000112822,mol_l,-38,0,4
wp1-f3,Fe,57.125,8.59599e-05,mol_l,-38,0,4
wp1-f3,Fe,70.0875,3.93983e-05,mol_l,-38,0,4
wp1-f3,Fe,85.1333,5.55158e-06,mol_l,-38,0,4
wp1-f3,Fe,98.0583,8.59599e-06,mol_l,-38,0,4
wp1-f3,Fe,112.048,5.55158e-06,mol_l,-38,0,4
wp1-f3,Fe,140.017,3.93983e-06,mol_l,-38,0,4
wp1-f3,Fe,196.052,2.149e-06,mol_l,-38,0,4
wp1-f3,Fe,252.006,1.0745e-06,mol_l,-38,0,4
wp1-f3,Fe,308.062,1.0745e-06,mol_l,-38,0,4
wp1-f3,Fe,364.058,1.25358e-06,mol_l,-38,0,4
wp1-f3,Fe,419.046,6.80516e-06,mol_l,-38,0,4
wp1-f3,Fe,490.044,8.77507e-06,mol_l,-38,0,4
wp1-f3,Fe,518.06,7.70057e-06,mol_l,-38,0,4
wp1-f3,Fe,609.0,8.95415e-07,mol_l,-38,0,4
wp1-f3,Fe,700.058,8.95415e-07,mol_l,-38,0,4
wp1-f3,Fe,791.01,7.16332e-07,mol_l,-38,0,4
wp1-f4,Fe,0.0,0.000118195,mol_l,-38,0,1
wp1-f4,Fe,28.0063,0.000103868,mol_l,-38,0,1
wp1-f4,Fe,35.0521,0.000103868,mol_l,-38,0,1
wp1-f4,Fe,42.0562,0.000112822,mol_l,-38,0,1
wp1-f4,Fe,56.05,0.00010745,mol_l,-38,0,1
wp1-f4,Fe,70.0625,6.98424e-05,mol_l,-38,0,1
wp1-f4,Fe,84.0646,1.46848e-05,mol_l,-38,0,1
wp1-f4,Fe,98.0542,8.05874e-06,mol_l,-38,0,1
wp1-f4,Fe,112.044,6.26791e-06,mol_l,-38,0,1
wp1-f4,Fe,126.06,3.76074e-06,mol_l,-38,0,1
wp1-f4,Fe,140.01,7.16332e-07,mol_l,-38,0,1
wp1-f4,Fe,161.065,5.37249e-07,mol_l,-38,0,1
wp1-f4,Fe,196.048,5.37249e-07,mol_l,-38,0,1
wp1-f4,Fe,224.06,7.16332e-07,mol_l,-38,0,1
wp1-f4,Fe,252.004,2.68625e-07,mol_l,-38,0,1
wp1-f4,Fe,280.06,7.16332e-07,mol_l,-38,0,1
wp1-f4,Fe,308.06,2.68625e-07,mol_l,-38,0,1
wp1-f4,Fe,336.052,2.68625e-07,mol_l,-38,0,1
wp1-f4,Fe,364.056,7.16332e-07,mol_l,-38,0,1
wp1-f4,Fe,419.042,5.19341e-06,mol_l,-38,0,1
wp1-f4,Fe,490.023,7.87966e-06,mol_l,-38,0,1
wp1-f4,Fe,518.083,6.26791e-06,mol_l,-38,0,1
wp1-f4,Fe,574.046,5.37249e-07,mol_l,-38,0,1
wp1-f4,Fe,644.083,5.37249e-07,mol_l,-38,0,1
wp1-f4,Fe,700.054,7.16332e-07,mol_l,-38,0,1
wp1-f4,Fe,756.023,3.04441e-06,mol_l,-38,0,1
wp1-f4,Fe,826.017,4.65616e-06,mol_l,-38,0,1
wp1-f5,Fe,0.0,0.000175501,mol_l,-38,0,0
wp1-f5,Fe,112.042,0.000175501,mol_l,-38,0,0
wp1-f5,Fe,140.008,0.000177292,mol_l,-38,0,0
wp1-f5,Fe,196.046,0.000196991,mol_l,-38,0,0
wp1-f5,Fe,280.056,0.000164756,mol_l,-38,0,0
wp1-f5,Fe,364.05,0.000154011,mol_l,-38,0,0
wp1-f5,Fe,518.087,0.000136103,mol_l,-38,0,0
wp1-f5,Fe,618.013,0.000146848,mol_l,-38,0,0
wp1-f5,Fe,618.042,0.000136103,mol_l,-38,0,0
wp1-f5,Fe,700.052,0.00012894,mol_l,-38,0,0
wp2-f1,Fe,0.0,0.00010745,mol_l,12,0,11
wp2-f1,Fe,70.0208,0.000112822,mol_l,12,0,11
wp2-f1,Fe,126.044,9.4914e-05,mol_l,12,0,11
wp2-f1,Fe,196.0,9.4914e-05,mol_l,12,0,11
